order_date,country,product_id,quantity,total_amount,date,campaign_name,start_date,end_date,in_campaign,pageviews,sessions,footfall,temperature
2024-08-07,Peru,13,7,424.83,2024-08-07,No Campaign,2024-07-11,2024-07-15,False,19167,5642,50.0,21.55
2024-08-07,Peru,13,7,424.83,2024-08-07,Namfix,2024-07-30,2024-09-26,True,19167,5642,50.0,21.55
2024-11-19,United States,6,8,745.95,2024-11-19,No Campaign,2024-07-12,2024-11-01,False,182067,84497,69.5,20.4
2024-11-19,United States,6,8,745.95,2024-11-19,No Campaign,2024-01-12,2024-06-09,False,182067,84497,69.5,20.4
2024-11-19,United States,6,8,745.95,2024-11-19,No Campaign,2024-05-07,2024-09-04,False,182067,84497,69.5,20.4
2024-11-19,United States,6,8,745.95,2024-11-19,No Campaign,2024-03-29,2024-05-14,False,182067,84497,69.5,20.4
2024-11-19,United States,6,8,745.95,2024-11-19,No Campaign,2024-01-10,2024-03-26,False,182067,84497,69.5,20.4
2024-11-19,United States,6,8,745.95,2024-11-19,No Campaign,2024-07-30,2024-11-15,False,182067,84497,69.5,20.4
2024-11-19,United States,6,8,745.95,2024-11-19,No Campaign,2024-07-07,2024-11-02,False,182067,84497,69.5,20.4
2024-11-19,United States,6,8,745.95,2024-11-19,No Campaign,2024-06-05,2024-11-09,False,182067,84497,69.5,20.4
2024-11-19,United States,6,8,745.95,2024-11-19,No Campaign,2024-01-08,2024-02-25,False,182067,84497,69.5,20.4
2024-11-19,United States,6,8,745.95,2024-11-19,No Campaign,2024-02-02,2024-02-21,False,182067,84497,69.5,20.4
2024-11-19,United States,6,8,745.95,2024-11-19,No Campaign,2024-04-04,2024-09-10,False,182067,84497,69.5,20.4
2024-11-19,United States,6,8,745.95,2024-11-19,No Campaign,2024-06-14,2024-10-08,False,182067,84497,69.5,20.4
2024-11-19,United States,6,8,745.95,2024-11-19,No Campaign,2024-01-01,2024-11-04,False,182067,84497,69.5,20.4
2024-02-12,Poland,37,2,724.33,2024-02-12,Flowdesk,2024-01-31,2024-12-01,True,105955,30020,59.0,22.3
2024-02-12,Poland,37,2,724.33,2024-02-12,No Campaign,2024-03-27,2024-09-24,False,105955,30020,59.0,22.3
2024-02-12,Poland,37,2,724.33,2024-02-12,Ventosanzap,2024-01-25,2024-11-18,True,105955,30020,59.0,22.3
2024-02-12,Poland,37,2,724.33,2024-02-12,No Campaign,2024-02-14,2024-08-29,False,105955,30020,59.0,22.3
2024-02-12,Poland,37,2,724.33,2024-02-12,Pannier,2024-02-05,2024-04-10,True,105955,30020,59.0,22.3
2024-02-12,Poland,37,2,724.33,2024-02-12,No Campaign,2024-05-07,2024-07-19,False,105955,30020,59.0,22.3
2024-02-12,Poland,37,2,724.33,2024-02-12,No Campaign,2024-03-31,2024-05-08,False,105955,30020,59.0,22.3
2024-10-23,China,19,7,18.17,2024-10-23,Konklab,2024-07-03,2024-12-16,True,45037,9470,19.0,22.2
2024-10-23,China,19,7,18.17,2024-10-23,No Campaign,2024-02-06,2024-03-07,False,45037,9470,19.0,22.2
2024-10-23,China,19,7,18.17,2024-10-23,No Campaign,2024-07-22,2024-08-05,False,45037,9470,19.0,22.2
2024-10-23,China,19,7,18.17,2024-10-23,No Campaign,2024-02-21,2024-04-04,False,45037,9470,19.0,22.2
2024-10-23,China,19,7,18.17,2024-10-23,No Campaign,2024-01-16,2024-05-23,False,45037,9470,19.0,22.2
2024-10-23,China,19,7,18.17,2024-10-23,Toughjoyfax,2024-03-01,2024-11-24,True,45037,9470,19.0,22.2
2024-10-23,China,19,7,18.17,2024-10-23,No Campaign,2024-02-22,2024-08-20,False,45037,9470,19.0,22.2
2024-10-23,China,19,7,18.17,2024-10-23,Domainer,2024-03-24,2024-11-09,True,45037,9470,19.0,22.2
2024-10-23,China,19,7,18.17,2024-10-23,Greenlam,2024-01-21,2024-11-10,True,45037,9470,19.0,22.2
2024-10-23,China,19,7,18.17,2024-10-23,No Campaign,2024-04-22,2024-09-21,False,45037,9470,19.0,22.2
2024-10-23,China,19,7,18.17,2024-10-23,Sonsing,2024-03-31,2024-11-05,True,45037,9470,19.0,22.2
2024-08-23,China,31,8,265.31,2024-08-23,Konklab,2024-06-08,2024-10-02,True,70655,48758,32.0,22.9
2024-08-23,China,31,8,265.31,2024-08-23,No Campaign,2024-02-15,2024-02-17,False,70655,48758,32.0,22.9
2024-08-23,China,31,8,265.31,2024-08-23,No Campaign,2024-01-18,2024-07-11,False,70655,48758,32.0,22.9
2024-08-23,China,31,8,265.31,2024-08-23,No Campaign,2024-02-21,2024-05-07,False,70655,48758,32.0,22.9
2024-08-23,China,31,8,265.31,2024-08-23,No Campaign,2024-03-11,2024-07-17,False,70655,48758,32.0,22.9
2024-08-23,China,31,8,265.31,2024-08-23,No Campaign,2024-03-14,2024-07-03,False,70655,48758,32.0,22.9
2024-08-23,China,31,8,265.31,2024-08-23,No Campaign,2024-04-17,2024-05-18,False,70655,48758,32.0,22.9
2024-08-23,China,31,8,265.31,2024-08-23,No Campaign,2024-01-25,2024-05-28,False,70655,48758,32.0,22.9
2024-08-23,China,31,8,265.31,2024-08-23,It,2024-06-23,2024-12-07,True,70655,48758,32.0,22.9
2024-08-23,China,31,8,265.31,2024-08-23,No Campaign,2024-01-27,2024-06-19,False,70655,48758,32.0,22.9
2024-08-23,China,31,8,265.31,2024-08-23,No Campaign,2024-01-15,2024-07-20,False,70655,48758,32.0,22.9
2024-08-23,China,31,8,265.31,2024-08-23,Tres-Zap,2024-03-14,2024-09-30,True,70655,48758,32.0,22.9
2024-06-25,Indonesia,39,4,859.58,2024-06-25,Andalax,2024-02-18,2024-09-06,True,48578,21969,24.0,21.6
2024-06-25,Indonesia,39,4,859.58,2024-06-25,No Campaign,2024-08-20,2024-10-12,False,48578,21969,24.0,21.6
2024-06-25,Indonesia,39,4,859.58,2024-06-25,No Campaign,2024-07-10,2024-10-02,False,48578,21969,24.0,21.6
2024-03-08,Indonesia,5,7,825.16,2024-03-08,Sub-Ex,2024-03-06,2024-09-01,True,60236,25573,46.666666666666664,19.2
2024-03-08,Indonesia,5,7,825.16,2024-03-08,No Campaign,2024-03-23,2024-12-30,False,60236,25573,46.666666666666664,19.2
2024-03-08,Indonesia,5,7,825.16,2024-03-08,No Campaign,2024-06-05,2024-06-29,False,60236,25573,46.666666666666664,19.2
2024-03-08,Indonesia,5,7,825.16,2024-03-08,Voltsillam,2024-02-11,2024-09-04,True,60236,25573,46.666666666666664,19.2
2024-03-08,Indonesia,5,7,825.16,2024-03-08,Domainer,2024-02-10,2024-06-16,True,60236,25573,46.666666666666664,19.2
2024-03-08,Indonesia,5,7,825.16,2024-03-08,No Campaign,2024-10-02,2024-12-13,False,60236,25573,46.666666666666664,19.2
2024-08-06,Poland,30,7,787.05,2024-08-06,No Campaign,2024-03-07,2024-04-23,False,38158,23642,36.0,22.5
2024-08-06,Poland,30,7,787.05,2024-08-06,No Campaign,2024-06-03,2024-06-17,False,38158,23642,36.0,22.5
2024-08-06,Poland,30,7,787.05,2024-08-06,Asoka,2024-08-01,2024-12-09,True,38158,23642,36.0,22.5
2024-08-06,Poland,30,7,787.05,2024-08-06,Y-Solowarm,2024-07-30,2024-11-22,True,38158,23642,36.0,22.5
2024-08-06,Poland,30,7,787.05,2024-08-06,Span,2024-04-05,2024-10-09,True,38158,23642,36.0,22.5
2024-08-06,Poland,30,7,787.05,2024-08-06,No Campaign,2024-04-30,2024-07-12,False,38158,23642,36.0,22.5
2024-08-06,Poland,30,7,787.05,2024-08-06,No Campaign,2024-03-05,2024-05-11,False,38158,23642,36.0,22.5
2024-08-06,Poland,30,7,787.05,2024-08-06,No Campaign,2024-01-11,2024-06-08,False,38158,23642,36.0,22.5
2024-05-18,Indonesia,47,5,906.73,2024-05-18,No Campaign,2024-01-03,2024-03-12,False,132073,75541,55.666666666666664,19.333333333333332
2024-05-18,Indonesia,47,5,906.73,2024-05-18,No Campaign,2024-07-19,2024-09-20,False,132073,75541,55.666666666666664,19.333333333333332
2024-05-18,Indonesia,47,5,906.73,2024-05-18,Duobam,2024-02-26,2024-07-09,True,132073,75541,55.666666666666664,19.333333333333332
2024-05-18,Indonesia,47,5,906.73,2024-05-18,No Campaign,2024-02-05,2024-02-10,False,132073,75541,55.666666666666664,19.333333333333332
2024-05-18,Indonesia,47,5,906.73,2024-05-18,Job,2024-03-30,2024-12-07,True,132073,75541,55.666666666666664,19.333333333333332
2024-05-18,Indonesia,47,5,906.73,2024-05-18,No Campaign,2024-01-27,2024-03-05,False,132073,75541,55.666666666666664,19.333333333333332
2024-05-18,Indonesia,47,5,906.73,2024-05-18,Gembucket,2024-03-26,2024-09-04,True,132073,75541,55.666666666666664,19.333333333333332
2024-05-18,Indonesia,47,5,906.73,2024-05-18,Cookley,2024-03-23,2024-12-04,True,132073,75541,55.666666666666664,19.333333333333332
2024-05-18,Indonesia,47,5,906.73,2024-05-18,No Campaign,2024-08-01,2024-08-29,False,132073,75541,55.666666666666664,19.333333333333332
2024-05-18,Indonesia,47,5,906.73,2024-05-18,No Campaign,2024-06-23,2024-10-09,False,132073,75541,55.666666666666664,19.333333333333332
2024-05-18,Indonesia,47,5,906.73,2024-05-18,No Campaign,2024-05-22,2024-12-04,False,132073,75541,55.666666666666664,19.333333333333332
2024-05-18,Indonesia,47,5,906.73,2024-05-18,Cookley,2024-01-16,2024-11-30,True,132073,75541,55.666666666666664,19.333333333333332
2024-02-22,Russia,13,3,143.41,2024-02-22,No Campaign,2024-08-13,2024-12-11,False,102646,35484,51.2,22.740000000000002
2024-02-22,Russia,13,3,143.41,2024-02-22,No Campaign,2024-11-03,2024-12-03,False,102646,35484,51.2,22.740000000000002
2024-02-22,Russia,13,3,143.41,2024-02-22,Tampflex,2024-02-22,2024-03-17,True,102646,35484,51.2,22.740000000000002
2024-02-22,Russia,13,3,143.41,2024-02-22,No Campaign,2024-04-10,2024-08-04,False,102646,35484,51.2,22.740000000000002
2024-02-22,Russia,13,3,143.41,2024-02-22,No Campaign,2024-06-19,2024-12-26,False,102646,35484,51.2,22.740000000000002
2024-02-22,Russia,13,3,143.41,2024-02-22,No Campaign,2024-05-04,2024-11-25,False,102646,35484,51.2,22.740000000000002
2024-02-22,Russia,13,3,143.41,2024-02-22,No Campaign,2024-05-28,2024-12-09,False,102646,35484,51.2,22.740000000000002
2024-02-22,Russia,13,3,143.41,2024-02-22,No Campaign,2024-04-13,2024-10-14,False,102646,35484,51.2,22.740000000000002
2024-02-22,Russia,13,3,143.41,2024-02-22,No Campaign,2024-03-03,2024-07-08,False,102646,35484,51.2,22.740000000000002
2024-02-22,Russia,13,3,143.41,2024-02-22,No Campaign,2024-07-15,2024-08-30,False,102646,35484,51.2,22.740000000000002
2024-02-22,Russia,13,3,143.41,2024-02-22,No Campaign,2024-09-21,2024-12-07,False,102646,35484,51.2,22.740000000000002
2024-02-22,Russia,13,3,143.41,2024-02-22,No Campaign,2024-07-11,2024-07-15,False,102646,35484,51.2,22.740000000000002
2024-02-22,Russia,13,3,143.41,2024-02-22,No Campaign,2024-07-30,2024-09-26,False,102646,35484,51.2,22.740000000000002
2024-06-22,United States,4,6,713.96,2024-06-22,No Campaign,2024-11-01,2024-12-29,False,38076,35970,37.666666666666664,22.433333333333334
2024-06-22,United States,4,6,713.96,2024-06-22,Ventosanzap,2024-01-08,2024-12-24,True,38076,35970,37.666666666666664,22.433333333333334
2024-06-22,United States,4,6,713.96,2024-06-22,No Campaign,2024-01-13,2024-02-03,False,38076,35970,37.666666666666664,22.433333333333334
2024-06-22,United States,4,6,713.96,2024-06-22,No Campaign,2024-07-26,2024-11-07,False,38076,35970,37.666666666666664,22.433333333333334
2024-06-22,United States,4,6,713.96,2024-06-22,Konklab,2024-02-28,2024-11-20,True,38076,35970,37.666666666666664,22.433333333333334
2024-06-22,United States,4,6,713.96,2024-06-22,Bamity,2024-04-16,2024-09-21,True,38076,35970,37.666666666666664,22.433333333333334
2024-06-22,United States,4,6,713.96,2024-06-22,No Campaign,2024-09-05,2024-10-08,False,38076,35970,37.666666666666664,22.433333333333334
2024-06-22,United States,4,6,713.96,2024-06-22,Konklab,2024-02-24,2024-12-05,True,38076,35970,37.666666666666664,22.433333333333334
2024-06-22,United States,4,6,713.96,2024-06-22,Greenlam,2024-04-14,2024-12-09,True,38076,35970,37.666666666666664,22.433333333333334
2024-06-22,United States,4,6,713.96,2024-06-22,No Campaign,2024-09-13,2024-11-30,False,38076,35970,37.666666666666664,22.433333333333334
2024-06-22,United States,4,6,713.96,2024-06-22,Fixflex,2024-03-09,2024-09-05,True,38076,35970,37.666666666666664,22.433333333333334
2024-06-22,United States,4,6,713.96,2024-06-22,No Campaign,2024-07-07,2024-08-16,False,38076,35970,37.666666666666664,22.433333333333334
2024-06-22,United States,4,6,713.96,2024-06-22,No Campaign,2024-08-19,2024-09-26,False,38076,35970,37.666666666666664,22.433333333333334
2024-06-22,United States,4,6,713.96,2024-06-22,No Campaign,2024-04-20,2024-06-13,False,38076,35970,37.666666666666664,22.433333333333334
2024-06-22,United States,4,6,713.96,2024-06-22,No Campaign,2024-02-13,2024-06-08,False,38076,35970,37.666666666666664,22.433333333333334
2024-03-02,Indonesia,46,8,46.85,2024-03-02,Matsoft,2024-02-25,2024-03-11,True,204058,70545,52.5,19.8
2024-03-02,Indonesia,46,8,46.85,2024-03-02,No Campaign,2024-04-20,2024-06-06,False,204058,70545,52.5,19.8
2024-03-02,Indonesia,46,8,46.85,2024-03-02,No Campaign,2024-03-12,2024-08-04,False,204058,70545,52.5,19.8
2024-03-02,Indonesia,46,8,46.85,2024-03-02,No Campaign,2024-05-13,2024-05-17,False,204058,70545,52.5,19.8
2024-03-02,Indonesia,46,8,46.85,2024-03-02,No Campaign,2024-05-28,2024-08-20,False,204058,70545,52.5,19.8
2024-03-02,Indonesia,46,8,46.85,2024-03-02,No Campaign,2024-06-14,2024-08-02,False,204058,70545,52.5,19.8
2024-03-02,Indonesia,46,8,46.85,2024-03-02,No Campaign,2024-04-22,2024-10-18,False,204058,70545,52.5,19.8
2024-03-02,Indonesia,46,8,46.85,2024-03-02,No Campaign,2024-05-27,2024-07-04,False,204058,70545,52.5,19.8
2024-03-02,Indonesia,46,8,46.85,2024-03-02,No Campaign,2024-04-14,2024-05-08,False,204058,70545,52.5,19.8
2024-03-02,Indonesia,46,8,46.85,2024-03-02,No Campaign,2024-03-29,2024-12-26,False,204058,70545,52.5,19.8
2024-03-02,Indonesia,46,8,46.85,2024-03-02,No Campaign,2024-08-25,2024-11-11,False,204058,70545,52.5,19.8
2024-03-02,Indonesia,46,8,46.85,2024-03-02,No Campaign,2024-05-19,2024-07-20,False,204058,70545,52.5,19.8
2024-03-02,Indonesia,46,8,46.85,2024-03-02,No Campaign,2024-05-02,2024-08-24,False,204058,70545,52.5,19.8
2024-01-15,China,24,7,979.44,2024-01-15,No Campaign,2024-05-25,2024-08-22,False,16737,10375,47.4,20.52
2024-01-15,China,24,7,979.44,2024-01-15,No Campaign,2024-05-23,2024-07-15,False,16737,10375,47.4,20.52
2024-01-15,China,24,7,979.44,2024-01-15,No Campaign,2024-09-26,2024-10-01,False,16737,10375,47.4,20.52
2024-01-15,China,24,7,979.44,2024-01-15,No Campaign,2024-04-03,2024-07-30,False,16737,10375,47.4,20.52
2024-01-15,China,24,7,979.44,2024-01-15,No Campaign,2024-03-25,2024-06-04,False,16737,10375,47.4,20.52
2024-04-07,China,9,2,402.06,2024-04-07,Y-find,2024-02-26,2024-12-15,True,70107,22027,50.0,20.075
2024-04-07,China,9,2,402.06,2024-04-07,No Campaign,2024-05-15,2024-10-13,False,70107,22027,50.0,20.075
2024-04-07,China,9,2,402.06,2024-04-07,No Campaign,2024-07-24,2024-10-06,False,70107,22027,50.0,20.075
2024-04-07,China,9,2,402.06,2024-04-07,No Campaign,2024-08-19,2024-09-19,False,70107,22027,50.0,20.075
2024-04-07,China,9,2,402.06,2024-04-07,No Campaign,2024-07-19,2024-12-03,False,70107,22027,50.0,20.075
2024-04-07,China,9,2,402.06,2024-04-07,No Campaign,2024-06-26,2024-09-04,False,70107,22027,50.0,20.075
2024-04-07,China,9,2,402.06,2024-04-07,No Campaign,2024-08-27,2024-09-30,False,70107,22027,50.0,20.075
2024-04-07,China,9,2,402.06,2024-04-07,No Campaign,2024-11-11,2024-12-19,False,70107,22027,50.0,20.075
2024-04-07,China,9,2,402.06,2024-04-07,No Campaign,2024-06-30,2024-10-14,False,70107,22027,50.0,20.075
2024-04-07,China,9,2,402.06,2024-04-07,No Campaign,2024-06-23,2024-11-14,False,70107,22027,50.0,20.075
2024-04-07,China,9,2,402.06,2024-04-07,Redhold,2024-01-06,2024-05-23,True,70107,22027,50.0,20.075
2024-08-17,Malaysia,31,2,544.4,2024-08-17,Konklab,2024-06-08,2024-10-02,True,78304,16867,3.0,19.7
2024-08-17,Malaysia,31,2,544.4,2024-08-17,No Campaign,2024-02-15,2024-02-17,False,78304,16867,3.0,19.7
2024-08-17,Malaysia,31,2,544.4,2024-08-17,No Campaign,2024-01-18,2024-07-11,False,78304,16867,3.0,19.7
2024-08-17,Malaysia,31,2,544.4,2024-08-17,No Campaign,2024-02-21,2024-05-07,False,78304,16867,3.0,19.7
2024-08-17,Malaysia,31,2,544.4,2024-08-17,No Campaign,2024-03-11,2024-07-17,False,78304,16867,3.0,19.7
2024-08-17,Malaysia,31,2,544.4,2024-08-17,No Campaign,2024-03-14,2024-07-03,False,78304,16867,3.0,19.7
2024-08-17,Malaysia,31,2,544.4,2024-08-17,No Campaign,2024-04-17,2024-05-18,False,78304,16867,3.0,19.7
2024-08-17,Malaysia,31,2,544.4,2024-08-17,No Campaign,2024-01-25,2024-05-28,False,78304,16867,3.0,19.7
2024-08-17,Malaysia,31,2,544.4,2024-08-17,It,2024-06-23,2024-12-07,True,78304,16867,3.0,19.7
2024-08-17,Malaysia,31,2,544.4,2024-08-17,No Campaign,2024-01-27,2024-06-19,False,78304,16867,3.0,19.7
2024-08-17,Malaysia,31,2,544.4,2024-08-17,No Campaign,2024-01-15,2024-07-20,False,78304,16867,3.0,19.7
2024-08-17,Malaysia,31,2,544.4,2024-08-17,Tres-Zap,2024-03-14,2024-09-30,True,78304,16867,3.0,19.7
2024-08-25,Tajikistan,45,9,105.01,2024-08-25,Cardguard,2024-03-30,2024-12-27,True,83198,47624,68.33333333333333,19.666666666666668
2024-08-25,Tajikistan,45,9,105.01,2024-08-25,No Campaign,2024-06-14,2024-07-06,False,83198,47624,68.33333333333333,19.666666666666668
2024-08-25,Tajikistan,45,9,105.01,2024-08-25,No Campaign,2024-02-14,2024-04-05,False,83198,47624,68.33333333333333,19.666666666666668
2024-08-25,Tajikistan,45,9,105.01,2024-08-25,No Campaign,2024-11-06,2024-11-22,False,83198,47624,68.33333333333333,19.666666666666668
2024-08-25,Tajikistan,45,9,105.01,2024-08-25,Voyatouch,2024-08-24,2024-10-04,True,83198,47624,68.33333333333333,19.666666666666668
2024-08-25,Tajikistan,45,9,105.01,2024-08-25,No Campaign,2024-05-31,2024-08-22,False,83198,47624,68.33333333333333,19.666666666666668
2024-08-25,Tajikistan,45,9,105.01,2024-08-25,No Campaign,2024-04-20,2024-06-19,False,83198,47624,68.33333333333333,19.666666666666668
2024-08-25,Tajikistan,45,9,105.01,2024-08-25,Alphazap,2024-08-14,2024-10-09,True,83198,47624,68.33333333333333,19.666666666666668
2024-08-25,Tajikistan,45,9,105.01,2024-08-25,Redhold,2024-04-15,2024-09-12,True,83198,47624,68.33333333333333,19.666666666666668
2024-08-25,Tajikistan,45,9,105.01,2024-08-25,No Campaign,2024-09-15,2024-12-18,False,83198,47624,68.33333333333333,19.666666666666668
2024-06-10,Indonesia,9,4,888.78,2024-06-10,Y-find,2024-02-26,2024-12-15,True,46977,5839,75.66666666666667,20.0
2024-06-10,Indonesia,9,4,888.78,2024-06-10,Opela,2024-05-15,2024-10-13,True,46977,5839,75.66666666666667,20.0
2024-06-10,Indonesia,9,4,888.78,2024-06-10,No Campaign,2024-07-24,2024-10-06,False,46977,5839,75.66666666666667,20.0
2024-06-10,Indonesia,9,4,888.78,2024-06-10,No Campaign,2024-08-19,2024-09-19,False,46977,5839,75.66666666666667,20.0
2024-06-10,Indonesia,9,4,888.78,2024-06-10,No Campaign,2024-07-19,2024-12-03,False,46977,5839,75.66666666666667,20.0
2024-06-10,Indonesia,9,4,888.78,2024-06-10,No Campaign,2024-06-26,2024-09-04,False,46977,5839,75.66666666666667,20.0
2024-06-10,Indonesia,9,4,888.78,2024-06-10,No Campaign,2024-08-27,2024-09-30,False,46977,5839,75.66666666666667,20.0
2024-06-10,Indonesia,9,4,888.78,2024-06-10,No Campaign,2024-11-11,2024-12-19,False,46977,5839,75.66666666666667,20.0
2024-06-10,Indonesia,9,4,888.78,2024-06-10,No Campaign,2024-06-30,2024-10-14,False,46977,5839,75.66666666666667,20.0
2024-06-10,Indonesia,9,4,888.78,2024-06-10,No Campaign,2024-06-23,2024-11-14,False,46977,5839,75.66666666666667,20.0
2024-06-10,Indonesia,9,4,888.78,2024-06-10,No Campaign,2024-01-06,2024-05-23,False,46977,5839,75.66666666666667,20.0
2024-11-12,China,49,1,983.17,2024-11-12,It,2024-03-21,2024-11-17,True,92723,38890,45.0,20.866666666666664
2024-11-12,China,49,1,983.17,2024-11-12,No Campaign,2024-04-27,2024-08-22,False,92723,38890,45.0,20.866666666666664
2024-11-12,China,49,1,983.17,2024-11-12,No Campaign,2024-04-02,2024-07-12,False,92723,38890,45.0,20.866666666666664
2024-11-12,China,49,1,983.17,2024-11-12,No Campaign,2024-01-25,2024-02-21,False,92723,38890,45.0,20.866666666666664
2024-11-12,China,49,1,983.17,2024-11-12,No Campaign,2024-07-27,2024-08-18,False,92723,38890,45.0,20.866666666666664
2024-11-12,China,49,1,983.17,2024-11-12,No Campaign,2024-06-13,2024-06-14,False,92723,38890,45.0,20.866666666666664
2024-11-12,China,49,1,983.17,2024-11-12,No Campaign,2024-01-27,2024-07-10,False,92723,38890,45.0,20.866666666666664
2024-11-12,China,49,1,983.17,2024-11-12,No Campaign,2024-12-09,2024-12-09,False,92723,38890,45.0,20.866666666666664
2024-11-12,China,49,1,983.17,2024-11-12,No Campaign,2024-06-01,2024-09-16,False,92723,38890,45.0,20.866666666666664
2024-11-12,China,49,1,983.17,2024-11-12,No Campaign,2024-04-04,2024-07-24,False,92723,38890,45.0,20.866666666666664
2024-11-12,China,49,1,983.17,2024-11-12,No Campaign,2024-08-31,2024-10-31,False,92723,38890,45.0,20.866666666666664
2024-11-12,China,49,1,983.17,2024-11-12,Alphazap,2024-04-21,2024-12-29,True,92723,38890,45.0,20.866666666666664
2024-11-12,China,49,1,983.17,2024-11-12,No Campaign,2024-10-16,2024-10-22,False,92723,38890,45.0,20.866666666666664
2024-11-12,China,49,1,983.17,2024-11-12,No Campaign,2024-03-11,2024-03-14,False,92723,38890,45.0,20.866666666666664
2024-11-12,China,49,1,983.17,2024-11-12,No Campaign,2024-06-16,2024-06-20,False,92723,38890,45.0,20.866666666666664
2024-12-13,Russia,21,10,17.38,2024-12-13,No Campaign,2024-01-18,2024-01-19,False,178074,28205,16.25,20.85
2024-12-13,Russia,21,10,17.38,2024-12-13,No Campaign,2024-04-05,2024-05-08,False,178074,28205,16.25,20.85
2024-12-13,Russia,21,10,17.38,2024-12-13,No Campaign,2024-07-20,2024-08-11,False,178074,28205,16.25,20.85
2024-12-13,Russia,21,10,17.38,2024-12-13,No Campaign,2024-04-07,2024-08-26,False,178074,28205,16.25,20.85
2024-12-13,Russia,21,10,17.38,2024-12-13,No Campaign,2024-05-11,2024-10-31,False,178074,28205,16.25,20.85
2024-12-13,Russia,21,10,17.38,2024-12-13,No Campaign,2024-11-20,2024-12-05,False,178074,28205,16.25,20.85
2024-12-13,Russia,21,10,17.38,2024-12-13,No Campaign,2024-09-08,2024-11-08,False,178074,28205,16.25,20.85
2024-12-13,Russia,21,10,17.38,2024-12-13,No Campaign,2024-01-14,2024-08-26,False,178074,28205,16.25,20.85
2024-12-13,Russia,21,10,17.38,2024-12-13,No Campaign,2024-06-06,2024-08-13,False,178074,28205,16.25,20.85
2024-12-13,Russia,21,10,17.38,2024-12-13,No Campaign,2024-08-31,2024-09-30,False,178074,28205,16.25,20.85
2024-12-13,Russia,21,10,17.38,2024-12-13,No Campaign,2024-02-08,2024-06-17,False,178074,28205,16.25,20.85
2024-12-13,Russia,21,10,17.38,2024-12-13,No Campaign,2024-07-08,2024-10-12,False,178074,28205,16.25,20.85
2024-12-13,Russia,21,10,17.38,2024-12-13,No Campaign,2024-05-15,2024-10-22,False,178074,28205,16.25,20.85
2024-10-02,Portugal,47,9,997.98,2024-10-02,No Campaign,2024-01-03,2024-03-12,False,120360,66359,6.0,22.1
2024-10-02,Portugal,47,9,997.98,2024-10-02,No Campaign,2024-07-19,2024-09-20,False,120360,66359,6.0,22.1
2024-10-02,Portugal,47,9,997.98,2024-10-02,No Campaign,2024-02-26,2024-07-09,False,120360,66359,6.0,22.1
2024-10-02,Portugal,47,9,997.98,2024-10-02,No Campaign,2024-02-05,2024-02-10,False,120360,66359,6.0,22.1
2024-10-02,Portugal,47,9,997.98,2024-10-02,Job,2024-03-30,2024-12-07,True,120360,66359,6.0,22.1
2024-10-02,Portugal,47,9,997.98,2024-10-02,No Campaign,2024-01-27,2024-03-05,False,120360,66359,6.0,22.1
2024-10-02,Portugal,47,9,997.98,2024-10-02,No Campaign,2024-03-26,2024-09-04,False,120360,66359,6.0,22.1
2024-10-02,Portugal,47,9,997.98,2024-10-02,Cookley,2024-03-23,2024-12-04,True,120360,66359,6.0,22.1
2024-10-02,Portugal,47,9,997.98,2024-10-02,No Campaign,2024-08-01,2024-08-29,False,120360,66359,6.0,22.1
2024-10-02,Portugal,47,9,997.98,2024-10-02,Biodex,2024-06-23,2024-10-09,True,120360,66359,6.0,22.1
2024-10-02,Portugal,47,9,997.98,2024-10-02,Lotlux,2024-05-22,2024-12-04,True,120360,66359,6.0,22.1
2024-10-02,Portugal,47,9,997.98,2024-10-02,Cookley,2024-01-16,2024-11-30,True,120360,66359,6.0,22.1
2024-10-08,Peru,46,5,426.8,2024-10-08,No Campaign,2024-02-25,2024-03-11,False,48251,23628,5.5,18.7
2024-10-08,Peru,46,5,426.8,2024-10-08,No Campaign,2024-04-20,2024-06-06,False,48251,23628,5.5,18.7
2024-10-08,Peru,46,5,426.8,2024-10-08,No Campaign,2024-03-12,2024-08-04,False,48251,23628,5.5,18.7
2024-10-08,Peru,46,5,426.8,2024-10-08,No Campaign,2024-05-13,2024-05-17,False,48251,23628,5.5,18.7
2024-10-08,Peru,46,5,426.8,2024-10-08,No Campaign,2024-05-28,2024-08-20,False,48251,23628,5.5,18.7
2024-10-08,Peru,46,5,426.8,2024-10-08,No Campaign,2024-06-14,2024-08-02,False,48251,23628,5.5,18.7
2024-10-08,Peru,46,5,426.8,2024-10-08,Pannier,2024-04-22,2024-10-18,True,48251,23628,5.5,18.7
2024-10-08,Peru,46,5,426.8,2024-10-08,No Campaign,2024-05-27,2024-07-04,False,48251,23628,5.5,18.7
2024-10-08,Peru,46,5,426.8,2024-10-08,No Campaign,2024-04-14,2024-05-08,False,48251,23628,5.5,18.7
2024-10-08,Peru,46,5,426.8,2024-10-08,Y-Solowarm,2024-03-29,2024-12-26,True,48251,23628,5.5,18.7
2024-10-08,Peru,46,5,426.8,2024-10-08,Sub-Ex,2024-08-25,2024-11-11,True,48251,23628,5.5,18.7
2024-10-08,Peru,46,5,426.8,2024-10-08,No Campaign,2024-05-19,2024-07-20,False,48251,23628,5.5,18.7
2024-10-08,Peru,46,5,426.8,2024-10-08,No Campaign,2024-05-02,2024-08-24,False,48251,23628,5.5,18.7
